gene.name,adj.pvals,lFC,subpopulation
GRIK2,6.06E-15,0.648166457,In10
SHISA6,7.67E-15,1.078518591,In10
DGKB,9.09E-15,0.886929539,In10
AP1S2,1.11E-14,1.207208797,In10
MYO16,1.42E-14,0.83577134,In10
WIF1,1.97E-14,1.738468629,In10
PID1,4.84E-14,1.009450384,In10
COBL,1.20E-13,1.004027043,In10
RGS12,1.38E-13,0.730061928,In10
LINGO2,1.95E-13,0.802649314,In10
ARHGAP21,2.42E-13,0.998715366,In10
CLDN11,3.44E-13,2.154968925,In10
SVEP1,3.88E-13,1.234108962,In10
NPAS3,4.78E-13,0.531895695,In10
AFF3,1.91E-12,0.873517574,In10
CACNA1E,2.64E-12,0.885418483,In10
WWP1,5.58E-12,1.002901459,In10
CHRM3,7.08E-12,0.606118519,In10
PBX1,1.08E-11,0.782929557,In10
NTM,1.26E-11,0.595572156,In10
MGAT5,1.88E-11,1.310468197,In10
CCDC85A,3.71E-11,1.170037258,In10
CHRM2,4.21E-11,0.991168899,In10
SLCO3A1,5.25E-11,0.958423324,In10
RERG,9.40E-11,0.892415954,In10
NR3C2,1.04E-10,0.821017093,In10
EEPD1,1.25E-10,1.41692296,In10
HPCAL1,1.87E-10,1.186113214,In10
RNF220,2.04E-10,1.977763114,In10
QKI,2.89E-10,0.818115362,In10
LRRC3B,4.20E-10,0.808613623,In10
SH3D19,5.16E-10,1.349383879,In10
TMOD1,5.41E-10,1.400988203,In10
HIVEP1,1.51E-09,1.287526962,In10
NKAIN3,2.53E-09,0.810934822,In10
CLMP,4.79E-09,1.393227081,In10
UBE2QL1,7.78E-09,1.358830667,In10
CACNA1B,7.78E-09,0.641925964,In10
KCNT2,8.53E-09,0.585513487,In10
ROR1,1.03E-08,1.235796229,In10
BMPER,1.29E-08,1.219453074,In10
APP,3.73E-08,0.568384127,In10
FAM110B,5.04E-08,0.755915855,In10
FUT9,5.41E-08,0.796831895,In10
PRKCA,6.17E-08,0.597964163,In10
PDZD2,6.70E-08,0.708244928,In10
GAS7,8.27E-08,0.847780774,In10
DGKH,9.24E-08,1.05997606,In10
MAP4K4,1.48E-07,0.828115228,In10
SYN3,1.80E-07,0.744669378,In10
FGF13,1.85E-07,0.50355235,In10
ANKRD30BL,2.55E-07,0.540963126,In10
SLC2A13,4.00E-07,0.565387201,In10
MOB3B,4.18E-07,1.217578195,In10
MYO1D,4.63E-07,1.144175367,In10
NFIX,4.94E-07,0.871090328,In10
KLHL29,7.88E-07,1.166940007,In10
SPHKAP,8.47E-07,0.892152803,In10
C1orf61,8.71E-07,1.117929112,In10
SCG2,8.71E-07,0.770507248,In10
GABRG2,9.80E-07,0.897159057,In10
LIFR,1.01E-06,1.421854259,In10
GABRA2,1.71E-06,0.835332845,In10
GABRB3,1.91E-06,0.655804794,In10
PRUNE2,1.95E-06,1.403682679,In10
FAM13C,2.23E-06,1.121887073,In10
ZSWIM6,3.01E-06,0.8918719,In10
TRPM3,3.22E-06,0.83316431,In10
DENND2A,3.50E-06,1.003518884,In10
GABRA1,3.82E-06,0.661041782,In10
DIP2B,4.58E-06,0.801482538,In10
FLNB,5.29E-06,0.868203242,In10
SGK1,6.19E-06,0.595519128,In10
TSPAN5,1.04E-05,0.635052095,In10
PDE1A,1.22E-05,0.606386156,In10
B3GAT2,1.66E-05,0.724176531,In10
PHF14,1.73E-05,0.723928119,In10
EPHA5,1.90E-05,0.917370832,In10
IRF2BP2,2.24E-05,1.128690519,In10
ELMO1,2.58E-05,1.04852218,In10
KIAA1958,2.73E-05,0.860597916,In10
DOCK9,2.85E-05,0.522491819,In10
WLS,2.85E-05,0.768742935,In10
CHST11,3.25E-05,1.041149497,In10
GPR158,3.98E-05,0.682194544,In10
SCD5,4.57E-05,0.790839443,In10
PLXNA2,4.58E-05,0.916682359,In10
LPGAT1,5.35E-05,1.124810935,In10
AP3S1,7.05E-05,1.067372862,In10
RYBP,7.21E-05,1.161564489,In10
SERINC1,8.69E-05,0.650785621,In10
SCN3B,0.000119007,0.571100123,In10
EPN2,0.000196003,0.572020046,In10
KIAA1211,0.000212299,0.67557817,In10
RNF130,0.000294894,0.512665756,In10
CDH20,0.000329141,0.635959918,In10
ZNF704,0.000420555,0.596611514,In10
FAM49A,0.000473649,0.609422097,In10
TNRC6C,0.000528318,0.565673777,In10
PEAK1,0.000545829,0.94007424,In10
SLITRK4,0.000555597,0.977403324,In10
BCL2,0.000557518,0.74574592,In10
PARD3,0.000562205,0.583835427,In10
CSNK1E,0.000574395,0.61986184,In10
QDPR,0.000695238,1.22597494,In10
TBL1XR1,0.000700492,0.789247106,In10
AGPAT4,0.000712553,0.583975574,In10
CAMK4,0.001019868,0.786229721,In10
SESN3,0.001056247,0.781052672,In10
ATXN7L1,0.001107119,0.625843697,In10
PGBD5,0.001115426,1.059530476,In10
SLC44A1,0.001360338,1.265153254,In10
CAMK2D,0.001364658,0.608012264,In10
CPEB2,0.001376184,0.931227194,In10
MARCH11,0.001398777,0.867286997,In10
HIPK2,0.001515556,0.560391513,In10
KIAA1456,0.001659411,0.687869595,In10
SLC7A14,0.00179813,0.761958579,In10
ELP4,0.00186789,0.682545998,In10
TUBA1A,0.00186789,0.742340121,In10
MARK3,0.002145565,0.549235127,In10
CSAD,0.00219053,0.538934561,In10
KCND3,0.002200847,0.558851674,In10
CTNNA3,0.002228653,1.524144258,In10
GPM6B,0.002243344,0.936533148,In10
DOCK4,0.002677875,0.704514686,In10
SARAF,0.002767099,0.533964842,In10
CCP110,0.003132846,0.727515114,In10
STMN4,0.003883148,0.82755099,In10
PLCXD3,0.004060975,0.769766181,In10
ADD3,0.004513066,0.608898636,In10
SYT17,0.004535567,0.632844377,In10
ZNF462,0.004563431,0.911034455,In10
CREBRF,0.006288355,0.950170031,In10
EPB41L3,0.006991528,0.5528477,In10
RAB30,0.007187403,1.014072433,In10
NPTXR,0.007534761,0.796924087,In10
ERBB2IP,0.007638184,0.570690057,In10
ENTPD3,0.009564565,0.678537063,In10
SPON1,1.58E-219,4.602711613,In11
BRINP3,3.20E-186,4.337925818,In11
FBN2,3.91E-167,3.988077465,In11
TRHDE,3.17E-118,2.636142797,In11
SLC17A8,5.05E-110,3.986773676,In11
GRM1,1.11E-108,2.81828907,In11
TRPC6,4.57E-101,2.681284859,In11
KLHL1,4.07E-93,3.083976438,In11
THSD7B,2.17E-82,2.143680086,In11
SLC27A6,3.28E-80,2.906555713,In11
ENOX2,1.98E-77,3.002795281,In11
PDE1A,4.10E-67,2.135853667,In11
STXBP6,1.21E-64,2.268318741,In11
SGCD,1.25E-62,2.260509983,In11
NDST4,1.80E-60,2.811372095,In11
EPB41L4A,2.78E-60,2.802819442,In11
PAWR,3.00E-59,2.324179396,In11
DCN,4.23E-58,2.929597097,In11
CDH13,1.35E-57,1.97246491,In11
RALYL,4.69E-54,1.856709519,In11
SLC8A1,1.57E-53,1.643756154,In11
PRKCG,6.91E-53,2.409793262,In11
PTPRK,4.35E-52,2.661250405,In11
TBL1X,1.14E-48,2.766248461,In11
ILDR2,1.30E-46,2.582366115,In11
NPAS1,1.27E-45,1.999198032,In11
CDH2,3.94E-45,1.813126633,In11
ISOC1,1.97E-44,2.538191224,In11
TMTC2,2.32E-43,1.787193712,In11
GPC6,2.24E-42,1.955944127,In11
FLT3,2.50E-42,2.29955844,In11
CDH8,7.11E-41,1.404328465,In11
SPOCK3,1.10E-39,1.338496284,In11
NPAS3,1.09E-38,1.23484821,In11
UTRN,2.75E-38,2.207810399,In11
CTNND2,2.92E-38,1.184462419,In11
PLCH1,8.27E-38,1.628937129,In11
PSD3,9.76E-38,1.829700217,In11
SLIT2,4.56E-37,1.456248228,In11
RGS6,1.65E-36,1.279821688,In11
PHACTR2,8.10E-35,1.897457323,In11
CACNA2D3,5.78E-34,1.25181268,In11
GRID2,1.15E-32,1.331102869,In11
NETO1,2.33E-32,1.485421825,In11
PRKG2,4.10E-32,2.012053897,In11
WLS,4.94E-32,1.679170937,In11
PCDH11X,7.33E-32,1.420479221,In11
FLRT2,1.56E-31,1.427573499,In11
SERPINI1,6.74E-31,1.55185152,In11
MAP3K5,1.37E-30,1.583788416,In11
NKAIN2,2.36E-30,1.265097481,In11
FAM84A,2.70E-30,2.045547719,In11
GRIK2,3.05E-30,0.93288267,In11
COL25A1,3.95E-30,1.807224751,In11
BAIAP3,2.88E-29,2.051075371,In11
CBLN2,4.27E-29,2.315897881,In11
MGAT4C,7.69E-29,1.24568074,In11
SAMD5,1.94E-28,1.786976835,In11
GAP43,3.00E-28,1.76311023,In11
PDE7B,1.25E-26,1.348138714,In11
SNCA,3.13E-26,1.441233486,In11
FRMD3,3.19E-26,1.425206648,In11
SASH1,1.37E-25,1.706535673,In11
GULP1,1.79E-25,1.615834387,In11
ATP2B4,2.77E-25,1.910459664,In11
CDH9,4.05E-25,1.301794127,In11
LRRC7,6.15E-25,0.990598152,In11
KCNIP4,1.09E-24,0.932996868,In11
GPM6A,1.70E-24,0.883038654,In11
SH3GL3,1.95E-24,1.316214543,In11
GRIN3A,2.37E-24,1.487963828,In11
NCAM2,4.07E-24,1.375196568,In11
RUNX1T1,1.29E-23,1.202381835,In11
ITPR1,2.60E-23,1.544130147,In11
TMTC1,3.79E-23,1.289348118,In11
CLMP,8.68E-23,1.601108233,In11
ST6GALNAC5,2.04E-22,1.112365804,In11
TMEM150C,4.95E-22,2.009150185,In11
PTPRM,5.99E-22,1.001170084,In11
SYNPR,7.84E-22,0.890793319,In11
LRTM1,1.21E-21,1.709005456,In11
KIAA1217,1.65E-21,0.835117635,In11
CNTN3,2.23E-21,0.898624565,In11
TLN2,7.73E-21,1.331388078,In11
GPI,2.58E-20,1.389904081,In11
CTNNA2,2.79E-20,0.940571051,In11
PTPRO,2.79E-20,1.071441322,In11
EPB41L2,3.40E-20,1.255735666,In11
PRKG1,3.71E-20,0.878672699,In11
SCN3B,4.42E-20,1.239208535,In11
ADAMTS19,6.79E-20,1.004570435,In11
RSPO2,1.22E-19,1.376701726,In11
ENOX1,2.66E-19,0.90125104,In11
LRRC8B,4.05E-19,1.201674803,In11
BMPER,4.73E-19,1.408676872,In11
DNAJC10,5.92E-19,1.792038925,In11
GALNT14,6.33E-19,1.34737516,In11
PRR16,6.46E-19,1.248261034,In11
PKP4,7.31E-19,1.026455692,In11
TSHZ3,7.55E-19,1.073921257,In11
LHFPL3,8.04E-18,1.270957902,In11
PLCB1,8.97E-18,0.760080961,In11
PPP4R4,9.19E-18,1.484081153,In11
SCN9A,1.54E-17,1.503548669,In11
SYBU,2.53E-17,1.043600564,In11
SLC7A14,3.38E-17,1.091747326,In11
MARCH1,4.29E-17,1.39725616,In11
PRKD1,5.63E-17,1.224243657,In11
PCDH11Y,9.69E-17,1.353468928,In11
ALCAM,9.87E-17,0.863779623,In11
CHN1,1.12E-16,0.963293296,In11
NLRP1,1.45E-16,1.41639913,In11
TMEM47,1.49E-16,1.435215071,In11
TMSB10,1.75E-16,1.203753321,In11
KLHL29,3.64E-16,1.157041569,In11
TASP1,3.79E-16,1.141496794,In11
SST,6.34E-16,1.225944284,In11
SNAP25,7.75E-16,0.780294966,In11
TMEM117,1.42E-15,1.266956597,In11
PHLPP1,1.89E-15,1.253330002,In11
NTM,1.95E-15,0.795293604,In11
PTPRT,2.12E-15,0.689223563,In11
MCTP1,3.20E-15,0.918249092,In11
RAB3B,3.55E-15,1.181231454,In11
MPPED2,3.93E-15,1.42596956,In11
VSTM2B,4.83E-15,1.531525555,In11
JAZF1,7.36E-15,0.993063531,In11
GNG4,1.02E-14,1.446235627,In11
RAP1GDS1,1.12E-14,1.050263637,In11
KCNK2,1.24E-14,1.583010564,In11
GRIA3,1.45E-14,0.88453992,In11
MID1,1.94E-14,1.583037002,In11
CPNE8,1.96E-14,1.125745677,In11
SSBP2,2.36E-14,0.875244852,In11
XKR4,2.44E-14,0.639071847,In11
RAPGEF5,3.03E-14,1.078200011,In11
IGSF21,1.06E-13,1.542632034,In11
ANO4,1.29E-13,0.809177875,In11
KCND2,1.70E-13,0.658295298,In11
PRICKLE1,1.82E-13,1.141190533,In11
PPP2R2C,1.84E-13,0.851999996,In11
C8orf34,3.43E-13,0.953381565,In11
CALD1,5.64E-13,1.050394633,In11
STMN4,7.11E-13,1.299184594,In11
LRRTM4,1.01E-12,0.690420888,In11
RRAS2,1.04E-12,1.290939641,In11
SDC3,1.05E-12,1.871050213,In11
TUBB4A,1.68E-12,1.144640997,In11
ADCY8,1.74E-12,0.834979342,In11
EPHB2,1.85E-12,1.256727221,In11
GNAS,1.96E-12,0.709297882,In11
PAM,4.03E-12,0.653676057,In11
TMEM65,4.11E-12,1.134365719,In11
THRB,4.27E-12,0.631653438,In11
NXPH1,5.11E-12,0.575550829,In11
EPS8,7.45E-12,0.943844394,In11
SYT5,1.00E-11,1.239802846,In11
DPYD,1.75E-11,1.495240016,In11
MYO6,2.55E-11,0.94803997,In11
LIMCH1,4.99E-11,0.698664457,In11
FAT3,5.98E-11,0.723612256,In11
VSTM2L,6.55E-11,0.963777402,In11
VAT1L,7.48E-11,0.959454679,In11
PAN3,7.96E-11,0.889173446,In11
DAPK1,8.53E-11,0.703044857,In11
SNCG,8.53E-11,1.106575238,In11
CELF2,1.10E-10,0.608118789,In11
ARHGAP6,1.64E-10,1.041527515,In11
PLAGL1,1.74E-10,1.26869615,In11
LRFN5,2.66E-10,0.641322558,In11
SLC24A2,3.39E-10,0.574902992,In11
PPFIBP1,3.46E-10,0.815420038,In11
PPM1L,4.67E-10,0.851484397,In11
EFR3A,6.29E-10,0.828781789,In11
CRTAC1,9.15E-10,1.093856715,In11
HTR1E,1.79E-09,0.571678698,In11
KCNJ6,1.83E-09,0.933142236,In11
RYR2,2.94E-09,0.603870405,In11
PLCB4,3.31E-09,1.172678416,In11
TANC1,3.45E-09,1.18705435,In11
TOM1L1,3.98E-09,1.45109771,In11
CALY,4.13E-09,0.835360358,In11
TUBA1B,4.19E-09,0.711639017,In11
NGLY1,4.44E-09,0.879588431,In11
TMSB4X,5.84E-09,0.88533045,In11
RGS7BP,6.37E-09,0.793075295,In11
BRINP1,6.90E-09,0.939989212,In11
CHRM2,1.03E-08,0.678928612,In11
ANKS1A,1.07E-08,0.682199568,In11
UBE2M,1.07E-08,1.457463941,In11
CACNG3,1.07E-08,0.853240206,In11
MAGI3,1.09E-08,0.700806941,In11
LNPEP,1.10E-08,1.025315444,In11
TUBB,1.11E-08,1.045840686,In11
BEX1,1.14E-08,0.988092088,In11
ADGRL2,1.36E-08,0.632406497,In11
MARCKS,1.37E-08,0.990141569,In11
PALM2-AKAP2,1.54E-08,0.857131364,In11
TUBA1A,1.74E-08,0.950603025,In11
STMN1,1.78E-08,0.911809222,In11
PNMA2,2.01E-08,0.647160606,In11
DYNLL1,2.49E-08,0.911339268,In11
EPHB6,2.77E-08,0.722321242,In11
ARHGAP28,2.77E-08,0.59284815,In11
C11orf87,3.58E-08,1.048264699,In11
EPHA5,4.37E-08,0.605100682,In11
PLA2G4C,5.92E-08,0.681043843,In11
SHISA6,6.27E-08,0.518023928,In11
CEP70,6.30E-08,1.013233822,In11
GLG1,9.20E-08,0.536507056,In11
JAM3,9.93E-08,1.287314626,In11
RGS4,1.00E-07,0.72106623,In11
HMP19,1.09E-07,0.687868118,In11
ASXL3,1.18E-07,0.690504481,In11
CDH4,1.44E-07,0.590061524,In11
ACVR2A,1.52E-07,0.982765929,In11
RHBDD2,1.78E-07,0.831203898,In11
SIDT1,1.86E-07,0.752835798,In11
OMG,1.87E-07,1.055266946,In11
TRIM23,1.88E-07,0.743977169,In11
CLDN11,2.53E-07,0.991853164,In11
FAIM2,2.55E-07,0.672666941,In11
ATXN7L3B,2.76E-07,1.03489169,In11
AGPAT1,2.91E-07,1.145957121,In11
GREM2,3.36E-07,1.46385609,In11
UCHL1,4.28E-07,0.611682489,In11
N4BP2L1,4.49E-07,0.754841657,In11
NSUN6,7.00E-07,0.841840944,In11
FAM65B,7.89E-07,0.565444262,In11
MARCH11,7.90E-07,0.932876837,In11
NCALD,8.06E-07,0.557136074,In11
FAM217B,9.43E-07,0.912934654,In11
AP2S1,1.02E-06,1.239234034,In11
CCDC92,1.10E-06,0.651775167,In11
HMGCLL1,1.13E-06,0.917584142,In11
CACNA2D2,1.28E-06,0.994714305,In11
GNG3,1.31E-06,0.914612597,In11
PLA2R1,1.34E-06,0.997901779,In11
TMEM130,1.39E-06,0.647713447,In11
YWHAZ,1.39E-06,0.758497639,In11
FRY,1.53E-06,0.64590913,In11
TRMT112,2.11E-06,1.059117858,In11
SGTB,2.12E-06,0.851533692,In11
BRINP2,2.14E-06,0.564018284,In11
FAM153B,2.16E-06,0.706368642,In11
PREX2,2.54E-06,0.833107205,In11
OSBPL8,2.69E-06,0.603249026,In11
YWHAG,2.83E-06,0.55786665,In11
SOS1,2.94E-06,0.537600938,In11
CACNB4,3.11E-06,0.567217469,In11
DOCK4,3.13E-06,0.540297651,In11
COX11,3.31E-06,0.809691103,In11
KHDRBS2,3.40E-06,0.641613103,In11
ARHGEF4,3.46E-06,0.826378058,In11
NIPAL3,3.55E-06,0.750558039,In11
GPR155,3.64E-06,0.56462462,In11
PLEKHB2,3.66E-06,0.878396976,In11
RPL10,3.77E-06,0.756670162,In11
RAP1GAP2,4.07E-06,0.556201591,In11
LY6H,4.12E-06,0.659455607,In11
PRKAR1B,4.13E-06,0.528653431,In11
PEA15,4.77E-06,0.676417779,In11
WIPF2,5.02E-06,0.594892314,In11
EEF1A1,5.26E-06,0.620455051,In11
APLP1,5.60E-06,0.632295629,In11
TPGS2,5.82E-06,0.691179219,In11
FARP1,5.95E-06,0.560980655,In11
CTTNBP2,6.40E-06,0.610801269,In11
EXD3,7.39E-06,0.522236941,In11
SCD5,7.48E-06,0.645298838,In11
NRSN1,8.13E-06,0.581027821,In11
HSPA12A,8.26E-06,0.552911317,In11
XYLT1,8.32E-06,0.835569834,In11
PGRMC1,8.63E-06,0.53617044,In11
SPCS2,9.59E-06,0.503752771,In11
PLXDC2,9.59E-06,1.55123115,In11
SSBP3,9.75E-06,0.720713763,In11
STAM2,9.75E-06,0.959856218,In11
ARHGAP20,9.76E-06,0.651158982,In11
FAM63B,1.01E-05,0.908352777,In11
ADAM10,1.02E-05,0.659327415,In11
ANAPC10,1.17E-05,0.874545857,In11
NMD3,1.20E-05,0.810169975,In11
ITPK1,1.36E-05,0.905367563,In11
ITGA8,1.49E-05,0.761744995,In11
SCAND1,1.79E-05,0.962760725,In11
C11orf80,1.81E-05,0.568893528,In11
DPF1,1.81E-05,0.984626144,In11
SPPL2A,1.88E-05,0.813170347,In11
NBAS,2.08E-05,0.649400699,In11
DNAJA1,2.11E-05,0.853007955,In11
ATP8A1,2.12E-05,0.51980344,In11
AHSA1,2.24E-05,0.939868945,In11
NRGN,2.29E-05,0.687824633,In11
NOS1AP,2.51E-05,0.661338292,In11
AGPAT4,2.51E-05,0.631782015,In11
HSBP1,3.02E-05,0.791790583,In11
NLN,3.21E-05,1.012839035,In11
AMMECR1,3.49E-05,0.573951035,In11
TMEM67,3.78E-05,0.644201635,In11
RAB8B,3.83E-05,0.835001111,In11
ACSL4,3.84E-05,0.710851264,In11
DHRSX,3.97E-05,0.581432809,In11
CDR2,4.01E-05,0.606133352,In11
BEX4,4.13E-05,0.64571049,In11
OCIAD1,4.24E-05,0.558032244,In11
EXOC6,4.33E-05,0.687783528,In11
GREB1L,4.35E-05,0.816411736,In11
CCT5,4.60E-05,0.860670537,In11
CCDC136,4.65E-05,0.531159834,In11
BEX2,4.83E-05,0.784970215,In11
PFDN2,5.30E-05,0.732966681,In11
NEO1,5.41E-05,0.728348858,In11
TGOLN2,6.36E-05,0.865118043,In11
ETV6,6.44E-05,0.628531753,In11
C6orf1,6.53E-05,0.643063062,In11
FBXO16,6.62E-05,0.521691372,In11
TUBA4A,7.13E-05,0.890458196,In11
TRIQK,7.49E-05,0.729480467,In11
HSPA8,7.80E-05,0.645619431,In11
PLPPR2,8.29E-05,0.88464432,In11
PDK3,8.36E-05,0.995738754,In11
ERO1A,8.39E-05,0.850039633,In11
MPHOSPH6,8.64E-05,0.704340091,In11
TBC1D32,9.39E-05,0.633715223,In11
DENND2A,9.72E-05,0.683948781,In11
DPYSL2,9.74E-05,0.517860866,In11
TTF1,0.000108132,0.643562049,In11
FBXL3,0.000110025,0.86614864,In11
SLC39A10,0.000122359,0.616839807,In11
HSPH1,0.000122767,0.704602344,In11
UBQLN2,0.000163455,0.775651547,In11
CXXC4,0.000166834,1.009058248,In11
CNST,0.000172941,0.985777409,In11
KIZ,0.000176322,0.726165721,In11
CNKSR2,0.000183155,0.559850457,In11
TXN,0.000186748,0.727965849,In11
DDX10,0.000187508,0.730086687,In11
EIF2S2,0.000197399,1.111951123,In11
OPRD1,0.000207124,0.538324468,In11
COPB2,0.000207766,0.736906857,In11
MOAP1,0.000222513,0.914389092,In11
RPL27A,0.000243384,0.530339318,In11
RPL35A,0.000243923,0.506128116,In11
CDK17,0.000246678,0.540740678,In11
TUBB2A,0.000254958,0.720909053,In11
SMAP2,0.000318794,1.094402448,In11
CRB1,0.000346557,0.539143973,In11
ARMC9,0.000346662,0.531156438,In11
SSX2IP,0.000364244,0.841121973,In11
FBXO2,0.000370027,0.608806633,In11
CLTA,0.000370254,0.562534327,In11
SRP14,0.000371846,0.533461586,In11
UBE2N,0.000373906,0.691837895,In11
TAGLN3,0.000378792,0.502578294,In11
CLPTM1,0.000390492,0.760597925,In11
MIA3,0.000396339,0.894983148,In11
TSC22D2,0.000483566,0.742566708,In11
IPO5,0.000523905,0.85656299,In11
ARPP19,0.000540626,0.562003297,In11
ADAM17,0.000554958,1.186848068,In11
ACADM,0.000556083,0.755656267,In11
NME3,0.000567009,0.574471512,In11
MBOAT7,0.000613161,0.866496236,In11
PCDH19,0.000622461,0.600319631,In11
CA11,0.000698504,0.596644346,In11
BRK1,0.000714782,0.690237698,In11
NGFRAP1,0.000736092,0.549538653,In11
CCDC148,0.000756999,0.648994411,In11
TACC1,0.000763675,0.600078124,In11
PARK7,0.000823305,0.748435997,In11
SPHKAP,0.000841011,0.572636524,In11
MAGEH1,0.000861222,0.693117542,In11
RPS6,0.000880734,0.558565041,In11
LRRC4C,0.000895409,0.703481905,In11
USP14,0.001076032,0.919431186,In11
VAPA,0.001115126,0.608553109,In11
LRRN3,0.00126029,0.517926377,In11
KIAA0930,0.001262288,0.52746666,In11
ITM2B,0.001368597,0.500759396,In11
SMC6,0.001386299,0.605971252,In11
EIF4H,0.001386299,0.72913762,In11
DPY30,0.00144135,0.732018921,In11
TUBB4B,0.001517339,0.718127649,In11
GPX1,0.001542003,0.684512704,In11
EML4,0.001563465,0.519582801,In11
ADCYAP1R1,0.001588496,0.535879922,In11
SKI,0.001652023,0.90518829,In11
FAM127A,0.001654095,0.584480632,In11
VPS35,0.001693309,0.641442205,In11
ENY2,0.002278868,0.651628258,In11
GOLGA8B,0.002359925,0.624899241,In11
NIN,0.002784773,0.56850653,In11
METTL15,0.002842685,0.588999805,In11
RPS29,0.00323479,0.707194884,In11
SGSM1,0.003280855,0.559305065,In11
NRD1,0.003346135,0.574890461,In11
MAP2K1,0.003350543,0.580111033,In11
SLF2,0.003403543,0.519767958,In11
ST8SIA4,0.003434694,0.765289475,In11
DMTN,0.003438015,0.654820379,In11
RUNX2,0.003496857,0.769727676,In11
CFAP36,0.003556917,0.546337359,In11
SET,0.003827945,0.655612517,In11
PFDN1,0.003917602,0.581669554,In11
C1orf43,0.004153739,0.801026932,In11
PDE7A,0.004277852,0.573960226,In11
PDE2A,0.004290903,0.618655092,In11
GABRA2,0.00434286,0.512520016,In11
ABCD4,0.004441847,0.617623613,In11
CAMK2N2,0.004643326,0.709393255,In11
ATP6V0D1,0.004660589,0.886862002,In11
GADD45GIP1,0.004793178,0.503921507,In11
MBTPS1,0.004841768,0.64127826,In11
MMP24,0.00497405,0.805775274,In11
AFAP1,0.00498711,0.50163212,In11
VPS28,0.005046994,0.555492354,In11
TBC1D30,0.005491285,0.79757204,In11
WDR20,0.005558951,0.55668889,In11
ARPC1A,0.005559819,0.529321638,In11
COX6C,0.006211176,0.521714456,In11
SLC38A2,0.006283184,0.521197061,In11
MAP3K2,0.006422417,0.651420317,In11
TMEM50B,0.007147579,0.708239175,In11
B3GAT3,0.007277042,0.782084209,In11
FAM134B,0.00744905,0.606875923,In11
ZMAT3,0.00762278,0.519357316,In11
SRPK1,0.007779257,0.52995944,In11
CHCHD2,0.007864365,0.650993386,In11
MLLT11,0.007938931,0.58523008,In11
NDUFA12,0.008429968,0.550853489,In11
TMEM246,0.008575063,0.726840745,In11
SERP1,0.008730209,0.521322808,In11
RAB5B,0.008751728,0.501895207,In11
PAPSS1,0.008797716,0.545568257,In11
FKTN,0.009861256,0.562096142,In11
RALYL,0,2.527532055,In2
TRHDE,0,3.502260188,In2
GRIK1,0,2.0281101,In2
PDE1A,6.76E-270,2.935319074,In2
ROBO2,1.99E-264,1.30391687,In2
SST,6.54E-220,3.207546183,In2
CACNA2D3,5.57E-215,2.024323387,In2
RBFOX1,4.70E-213,0.901341879,In2
PCDH11X,3.83E-191,1.971582268,In2
GRID2,1.39E-175,1.495551299,In2
SLC8A1,1.31E-169,1.618409069,In2
CTNNA2,9.37E-162,1.534769736,In2
NRXN3,2.63E-156,0.699619973,In2
SYNPR,5.41E-153,1.379752004,In2
RYR2,3.05E-147,1.548769252,In2
PCDH15,1.52E-146,2.023805466,In2
GRM1,3.76E-142,2.26005961,In2
ROBO1,9.98E-139,1.377877604,In2
ST6GALNAC5,1.69E-133,1.891971355,In2
LHFPL3,1.75E-132,2.007023501,In2
KIAA1217,5.02E-124,1.083494983,In2
ASTN2,2.04E-121,1.247219242,In2
NPAS3,1.06E-113,1.236079624,In2
NETO1,7.42E-106,2.063380814,In2
XKR4,5.84E-105,1.118114856,In2
GRIK2,3.66E-102,0.894414978,In2
SPOCK3,5.17E-100,1.098209635,In2
CNTNAP2,4.01E-93,0.525128605,In2
STXBP6,1.05E-87,1.754059548,In2
CDH13,8.36E-86,1.315788572,In2
SHISA6,4.73E-84,1.613478052,In2
PAWR,4.70E-80,2.561563012,In2
PLCH1,3.94E-79,1.94193138,In2
EPB41L2,5.18E-77,1.952821691,In2
GPC6,5.33E-76,1.573256981,In2
GRIK3,3.82E-73,1.850769266,In2
ADAMTSL3,2.76E-72,2.022007214,In2
BCL11A,3.79E-69,1.747147447,In2
OXR1,1.20E-67,0.743171497,In2
SMYD3,1.80E-66,1.028580568,In2
LIMCH1,2.14E-65,1.062737371,In2
KCNB2,1.34E-64,1.616335711,In2
TENM2,9.55E-64,0.691089592,In2
KIF26B,6.65E-62,1.428791528,In2
SOX6,9.84E-61,0.94612413,In2
NELL1,1.16E-60,1.737329053,In2
TSHZ3,5.65E-59,1.798642341,In2
DMD,8.26E-58,0.997113905,In2
CDH8,9.83E-58,1.42062058,In2
RGS6,3.69E-57,1.250465886,In2
RIMS2,2.76E-56,0.689943408,In2
GPM6A,1.96E-55,0.836669169,In2
SLC24A2,2.63E-54,0.997982206,In2
L3MBTL4,1.24E-53,1.058252723,In2
PCDH11Y,5.74E-49,1.845860552,In2
GRIN3A,2.39E-48,1.620752727,In2
RUNX1T1,4.47E-48,1.204862516,In2
CADPS,5.19E-47,0.687813057,In2
MGAT4C,4.20E-46,1.056353331,In2
PTPRR,7.85E-45,1.651739898,In2
FAT3,2.23E-44,1.928539361,In2
B3GAT2,4.99E-44,2.161934842,In2
GALNT14,8.76E-44,2.041829396,In2
ANKS1B,2.41E-42,0.535594176,In2
COL19A1,6.83E-42,1.577570339,In2
CACNB2,1.49E-41,1.076731848,In2
FRMD3,5.94E-41,1.686283811,In2
